,,,,,,,10/07/2026,RELATÓRIO ATUALIZADO CEARÁ,,,,,EM VERDE DATA APROVADA CLIENTE,EM LARANJA DATA NÃO APROVADA CLIENTE,10/07/2026,,,,,,,,,,
,EM VERMELHO CÓD. DA CARTELA NÃO LOCALIZADO,,,,,,10/07/2026 07:47:05,,DÚVIDA CLICA AQUI,,https://encurtador.com.br/2bDAO,,SEMPRE VERIFICAR O FILTRO PRAZO,,,,,,,,,,,,
Column 24,CARTELA,CLIENTE,CÓD. FILIAL,PEDIDO,CÓD. CLIENTE,CÓD. MARFIM,DESCRIÇÃO,TAMANHO,ORD. COMPRA,QTD. ABERTA,CÓD. OS ,DATA RECEB.,DT. ENTREGA,PRAZO,SITUAÇÃO DE ITENS,DATA SISTEMA,DATAS REPROGRAMADAS,APROVAÇÃO DO CLIENTE,CÓD. ALTERADO,CÓD. DO SISTEMA,POSIÇÃO NA PRODUÇÃO,PEDIDO NA EMPRESA EM DIAS,MARCA,LOTE,Column 23
1647,OK,DASS ITAPIPOCA,2,140399,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,135CM,15884013,190,15883364ITA0360373,02/07/2026,24/08/2026,45,,24/08/2026,#N/A,#N/A,#N/A,1215468,,8,ADIDAS,135265,
1648,OK,DASS ITAPIPOCA,2,140399,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,135CM,15884013,190,15883367ITA0360373,02/07/2026,24/08/2026,45,,24/08/2026,#N/A,#N/A,#N/A,1215468,,8,ADIDAS,135265,
1649,OK,DASS ITAPIPOCA,2,140399,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,135CM,15884013,190,15883370ITA0360373,02/07/2026,24/08/2026,45,,24/08/2026,#N/A,#N/A,#N/A,1215468,,8,ADIDAS,135265,
1650,OK,DASS ITAPIPOCA,2,140399,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,135CM,15884013,170,15883373ITA0360373,02/07/2026,24/08/2026,45,,24/08/2026,#N/A,#N/A,#N/A,1215468,,8,ADIDAS,135265,
1651,OK,DASS ITAPIPOCA,2,140399,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,135CM,15884013,194,15883376ITA0360373,02/07/2026,24/08/2026,45,,24/08/2026,#N/A,#N/A,#N/A,1215468,,8,ADIDAS,135265,
1652,OK,DASS ITAPIPOCA,2,140399,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,140CM,15884013,211,15883361ITA0360373,02/07/2026,24/08/2026,45,,24/08/2026,#N/A,#N/A,#N/A,1215468,,8,ADIDAS,135265,
1653,OK,DASS ITAPIPOCA,2,140399,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,140CM,15884013,210,15883364ITA0360373,02/07/2026,24/08/2026,45,,24/08/2026,#N/A,#N/A,#N/A,1215468,,8,ADIDAS,135265,
1654,OK,DASS ITAPIPOCA,2,140399,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,140CM,15884013,210,15883367ITA0360373,02/07/2026,24/08/2026,45,,24/08/2026,#N/A,#N/A,#N/A,1215468,,8,ADIDAS,135265,
1655,OK,DASS ITAPIPOCA,2,140399,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,140CM,15884013,210,15883370ITA0360373,02/07/2026,24/08/2026,45,,24/08/2026,#N/A,#N/A,#N/A,1215468,,8,ADIDAS,135265,
1656,OK,DASS ITAPIPOCA,2,140399,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,140CM,15884013,200,15883373ITA0360373,02/07/2026,24/08/2026,45,,24/08/2026,#N/A,#N/A,#N/A,1215468,,8,ADIDAS,135265,
1657,OK,DASS ITAPIPOCA,2,140399,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,140CM,15884013,224,15883376ITA0360373,02/07/2026,24/08/2026,45,,24/08/2026,#N/A,#N/A,#N/A,1215468,,8,ADIDAS,135265,
1658,OK,DASS ITAPIPOCA,2,140399,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,145CM,15884013,95,15883361ITA0360373,02/07/2026,24/08/2026,45,,24/08/2026,#N/A,#N/A,#N/A,1215468,,8,ADIDAS,135265,
1659,OK,DASS ITAPIPOCA,2,140399,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,145CM,15884013,60,15883364ITA0360373,02/07/2026,24/08/2026,45,,24/08/2026,#N/A,#N/A,#N/A,1215468,,8,ADIDAS,135265,
1660,OK,DASS ITAPIPOCA,2,140399,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,145CM,15884013,60,15883367ITA0360373,02/07/2026,24/08/2026,45,,24/08/2026,#N/A,#N/A,#N/A,1215468,,8,ADIDAS,135265,
1661,OK,DASS ITAPIPOCA,2,140399,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,145CM,15884013,60,15883370ITA0360373,02/07/2026,24/08/2026,45,,24/08/2026,#N/A,#N/A,#N/A,1215468,,8,ADIDAS,135265,
1662,OK,DASS ITAPIPOCA,2,140399,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,145CM,15884013,60,15883373ITA0360373,02/07/2026,24/08/2026,45,,24/08/2026,#N/A,#N/A,#N/A,1215468,,8,ADIDAS,135265,
1663,OK,DASS ITAPIPOCA,2,140399,1215468,79767,ATAC. M6034 8MM ALPINA COR 2208,145CM,15884013,38,15883376ITA0360373,02/07/2026,24/08/2026,45,,24/08/2026,#N/A,#N/A,#N/A,1215468,,8,ADIDAS,135265,
1690,OK,DASS ITAPIPOCA,2,140486,1364462,93034,ATAC. M13780 POLIESTER COR 100,110CM,15892289,216,15891162NEWB004067,03/07/2026,24/08/2026,45,,24/08/2026,#N/A,#N/A,#N/A,1364462,,7,NEW BALANCE,135269,
1691,OK,DASS ITAPIPOCA,2,140486,1364462,93034,ATAC. M13780 POLIESTER COR 100,110CM,15892289,204,15891092NEWB004074,03/07/2026,24/08/2026,45,,24/08/2026,#N/A,#N/A,#N/A,1364462,,7,NEW BALANCE,135269,
1692,OK,DASS ITAPIPOCA,2,140486,1364462,93034,ATAC. M13780 POLIESTER COR 100,110CM,15892289,96,15891122NEWB004078,03/07/2026,24/08/2026,45,,24/08/2026,#N/A,#N/A,#N/A,1364462,,7,NEW BALANCE,135269,
1693,OK,DASS ITAPIPOCA,2,140486,1364462,93034,ATAC. M13780 POLIESTER COR 100,110CM,15892289,96,15891137NEWB004084,03/07/2026,24/08/2026,45,,24/08/2026,#N/A,#N/A,#N/A,1364462,,7,NEW BALANCE,135269,
1694,OK,DASS ITAPIPOCA,2,140486,1364462,93034,ATAC. M13780 POLIESTER COR 100,110CM,15892289,84,15891141NEWB004084,03/07/2026,24/08/2026,45,,24/08/2026,#N/A,#N/A,#N/A,1364462,,7,NEW BALANCE,135269,
1695,OK,DASS ITAPIPOCA,2,140486,1364462,93034,ATAC. M13780 POLIESTER COR 100,120CM,15892289,264,15891162NEWB004067,03/07/2026,24/08/2026,45,,24/08/2026,#N/A,#N/A,#N/A,1364462,,7,NEW BALANCE,135269,
1696,OK,DASS ITAPIPOCA,2,140486,1364462,93034,ATAC. M13780 POLIESTER COR 100,120CM,15892289,288,15891092NEWB004074,03/07/2026,24/08/2026,45,,24/08/2026,#N/A,#N/A,#N/A,1364462,,7,NEW BALANCE,135269,
1697,OK,DASS ITAPIPOCA,2,140486,1364462,93034,ATAC. M13780 POLIESTER COR 100,120CM,15892289,216,15891122NEWB004078,03/07/2026,24/08/2026,45,,24/08/2026,#N/A,#N/A,#N/A,1364462,,7,NEW BALANCE,135269,
1698,OK,DASS ITAPIPOCA,2,140486,1364462,93034,ATAC. M13780 POLIESTER COR 100,120CM,15892289,396,15891137NEWB004084,03/07/2026,24/08/2026,45,,24/08/2026,#N/A,#N/A,#N/A,1364462,,7,NEW BALANCE,135269,
1699,OK,DASS ITAPIPOCA,2,140486,1364462,93034,ATAC. M13780 POLIESTER COR 100,120CM,15892289,432,15891141NEWB004084,03/07/2026,24/08/2026,45,,24/08/2026,#N/A,#N/A,#N/A,1364462,,7,NEW BALANCE,135269,
1700,NÃO,DASS ITAPIPOCA,2,140486,1431179,94409,ATAC. M13780 POLIESTER COR 5326,110CM,15892289,204,15891088NEWB004073,03/07/2026,24/08/2026,45,,24/08/2026,#N/A,#N/A,#N/A,1431179,,7,NEW BALANCE,135269,
1701,NÃO,DASS ITAPIPOCA,2,140486,1431179,94409,ATAC. M13780 POLIESTER COR 5326,110CM,15892289,96,15891119NEWB004077,03/07/2026,24/08/2026,45,,24/08/2026,#N/A,#N/A,#N/A,1431179,,7,NEW BALANCE,135269,
1702,NÃO,DASS ITAPIPOCA,2,140486,1431179,94409,ATAC. M13780 POLIESTER COR 5326,120CM,15892289,288,15891088NEWB004073,03/07/2026,24/08/2026,45,,24/08/2026,#N/A,#N/A,#N/A,1431179,,7,NEW BALANCE,135269,
1703,NÃO,DASS ITAPIPOCA,2,140486,1431179,94409,ATAC. M13780 POLIESTER COR 5326,120CM,15892289,216,15891119NEWB004077,03/07/2026,24/08/2026,45,,24/08/2026,#N/A,#N/A,#N/A,1431179,,7,NEW BALANCE,135269,
1704,NÃO,DASS ITAPIPOCA,2,140486,1430592,94410,ATAC. M13780 POLIESTER COR 102,110CM,15892289,216,15891107NEWB004065,03/07/2026,24/08/2026,45,,24/08/2026,#N/A,#N/A,#N/A,1430592,,7,NEW BALANCE,135269,
1705,NÃO,DASS ITAPIPOCA,2,140486,1430592,94410,ATAC. M13780 POLIESTER COR 102,110CM,15892289,156,15891116NEWB004081,03/07/2026,24/08/2026,45,,24/08/2026,#N/A,#N/A,#N/A,1430592,,7,NEW BALANCE,135269,
1706,NÃO,DASS ITAPIPOCA,2,140486,1430592,94410,ATAC. M13780 POLIESTER COR 102,110CM,15892289,72,15891131NEWB004083,03/07/2026,24/08/2026,45,,24/08/2026,#N/A,#N/A,#N/A,1430592,,7,NEW BALANCE,135269,
1707,NÃO,DASS ITAPIPOCA,2,140486,1430592,94410,ATAC. M13780 POLIESTER COR 102,110CM,15892289,60,15891134NEWB004083,03/07/2026,24/08/2026,45,,24/08/2026,#N/A,#N/A,#N/A,1430592,,7,NEW BALANCE,135269,
1708,NÃO,DASS ITAPIPOCA,2,140486,1430592,94410,ATAC. M13780 POLIESTER COR 102,120CM,15892289,264,15891107NEWB004065,03/07/2026,24/08/2026,45,,24/08/2026,#N/A,#N/A,#N/A,1430592,,7,NEW BALANCE,135269,
1709,NÃO,DASS ITAPIPOCA,2,140486,1430592,94410,ATAC. M13780 POLIESTER COR 102,120CM,15892289,348,15891116NEWB004081,03/07/2026,24/08/2026,45,,24/08/2026,#N/A,#N/A,#N/A,1430592,,7,NEW BALANCE,135269,
1710,NÃO,DASS ITAPIPOCA,2,140486,1430592,94410,ATAC. M13780 POLIESTER COR 102,120CM,15892289,312,15891131NEWB004083,03/07/2026,24/08/2026,45,,24/08/2026,#N/A,#N/A,#N/A,1430592,,7,NEW BALANCE,135269,
1711,NÃO,DASS ITAPIPOCA,2,140486,1430592,94410,ATAC. M13780 POLIESTER COR 102,120CM,15892289,348,15891134NEWB004083,03/07/2026,24/08/2026,45,,24/08/2026,#N/A,#N/A,#N/A,1430592,,7,NEW BALANCE,135269,
1895,OK,DASS ITAPIPOCA,2,140595,1292383,86303,ATAC. M13758 POLIESTER COR 5233,110CM,15901264,384,15807990NEWB003948,07/07/2026,24/08/2026,45,,24/08/2026,#N/A,#N/A,#N/A,1292383,,3,NEW BALANCE,,
1896,OK,DASS ITAPIPOCA,2,140596,1325745,88483,ATAC. M13758 POLIESTER COR 100,110CM,15901269,108,15807996NEWB003949,07/07/2026,24/08/2026,45,,24/08/2026,#N/A,#N/A,#N/A,1325745,,3,NEW BALANCE,,
1897,OK,DASS ITAPIPOCA,2,140596,1325745,88483,ATAC. M13758 POLIESTER COR 100,110CM,15901269,108,15807999NEWB003949,07/07/2026,24/08/2026,45,,24/08/2026,#N/A,#N/A,#N/A,1325745,,3,NEW BALANCE,,
1898,OK,DASS ITAPIPOCA,2,140596,1325745,88483,ATAC. M13758 POLIESTER COR 100,110CM,15901269,96,15813558NEWB004031,07/07/2026,24/08/2026,45,,24/08/2026,#N/A,#N/A,#N/A,1325745,,3,NEW BALANCE,,
1899,OK,DASS ITAPIPOCA,2,140596,1325745,88483,ATAC. M13758 POLIESTER COR 100,110CM,15901269,84,15813561NEWB004031,07/07/2026,24/08/2026,45,,24/08/2026,#N/A,#N/A,#N/A,1325745,,3,NEW BALANCE,,
1900,OK,DASS ITAPIPOCA,2,140596,1325745,88483,ATAC. M13758 POLIESTER COR 100,110CM,15901269,84,15813564NEWB004031,07/07/2026,24/08/2026,45,,24/08/2026,#N/A,#N/A,#N/A,1325745,,3,NEW BALANCE,,
1901,OK,DASS ITAPIPOCA,2,140597,1325745,88483,ATAC. M13758 POLIESTER COR 100,115CM,15901274,360,15807996NEWB003949,07/07/2026,24/08/2026,45,,24/08/2026,#N/A,#N/A,#N/A,1325745,,3,NEW BALANCE,,
1902,OK,DASS ITAPIPOCA,2,140597,1325745,88483,ATAC. M13758 POLIESTER COR 100,115CM,15901274,348,15813564NEWB004031,07/07/2026,24/08/2026,45,,24/08/2026,#N/A,#N/A,#N/A,1325745,,3,NEW BALANCE,,
2234,OK,ANIGER FILIAL 02,146,140402,29443300048,89430,ATAC. MR140019 6MM RECICLADO COR 5709,95CM,20117805,1803,,02/07/2026,25/08/2026,46,PRODUÇÃO BAHIA,25/08/2026,#N/A,#N/A,#N/A,29443300048,,8,NIKE (Aniger),135312,
2235,OK,ANIGER FILIAL 02,146,140402,29079100048,89430,ATAC. MR140019 6MM RECICLADO COR 5709,100CM,20117805,2288,,02/07/2026,25/08/2026,46,PRODUÇÃO BAHIA,25/08/2026,#N/A,#N/A,#N/A,29079100048,,8,NIKE (Aniger),135312,
2236,OK,ANIGER FILIAL 02,146,140402,29443400048,89430,ATAC. MR140019 6MM RECICLADO COR 5709,105CM,20117805,210,,02/07/2026,25/08/2026,46,PRODUÇÃO BAHIA,25/08/2026,#N/A,#N/A,#N/A,29443400048,,8,NIKE (Aniger),135312,
2237,OK,ANIGER FILIAL 02,146,140402,29443300004,89433,ATAC. MR140019 6MM RECICLADO COR 4662,95CM,20117805,214,,02/07/2026,25/08/2026,46,PRODUÇÃO BAHIA,25/08/2026,#N/A,#N/A,#N/A,29443300004,,8,NIKE (Aniger),135312,
2238,OK,ANIGER FILIAL 02,146,140402,29079100004,89433,ATAC. MR140019 6MM RECICLADO COR 4662,100CM,20117805,3617,,02/07/2026,25/08/2026,46,PRODUÇÃO BAHIA,25/08/2026,#N/A,#N/A,#N/A,29079100004,,8,NIKE (Aniger),135312,
2239,OK,ANIGER FILIAL 02,146,140402,29443400004,89433,ATAC. MR140019 6MM RECICLADO COR 4662,105CM,20117805,730,,02/07/2026,25/08/2026,46,PRODUÇÃO BAHIA,25/08/2026,#N/A,#N/A,#N/A,29443400004,,8,NIKE (Aniger),135312,
2240,OK,ANIGER FILIAL 02,146,140402,29443340267,89916,ATAC. MR140019 6MM RECICLADO COR 5481,95CM,20117805,3338,,02/07/2026,25/08/2026,46,PRODUÇÃO BAHIA,25/08/2026,#N/A,#N/A,#N/A,29443340267,,8,NIKE (Aniger),135312,
2241,OK,ANIGER FILIAL 02,146,140402,29079140267,89916,ATAC. MR140019 6MM RECICLADO COR 5481,100CM,20117805,1353,,02/07/2026,25/08/2026,46,PRODUÇÃO BAHIA,25/08/2026,#N/A,#N/A,#N/A,29079140267,,8,NIKE (Aniger),135312,
2242,OK,ANIGER FILIAL 02,146,140402,29079136527,94666,ATAC. MR140019 6MM RECICLADO COR 6132,100CM,20117805,500,,02/07/2026,25/08/2026,46,,25/08/2026,#N/A,#N/A,#N/A,29079136527,,8,NIKE (Aniger),135312,
489,OK,DASS ITAPIPOCA,2,139260,989345,86791,ATAC. MR110001 6MM RECICLADO COR 100/PET,110CM,15772922,241,15769575ADS0004571,01/06/2026,31/08/2026,52,,31/08/2026,#N/A,#N/A,#N/A,989345,,39,ADIDAS,134251,
490,OK,DASS ITAPIPOCA,2,139260,989345,86791,ATAC. MR110001 6MM RECICLADO COR 100/PET,110CM,15772922,240,15769578ADS0004571,01/06/2026,31/08/2026,52,,31/08/2026,#N/A,#N/A,#N/A,989345,,39,ADIDAS,134251,
491,OK,DASS ITAPIPOCA,2,139260,989345,86791,ATAC. MR110001 6MM RECICLADO COR 100/PET,110CM,15772922,240,15769581ADS0004571,01/06/2026,31/08/2026,52,,31/08/2026,#N/A,#N/A,#N/A,989345,,39,ADIDAS,134251,
492,OK,DASS ITAPIPOCA,2,139260,989345,86791,ATAC. MR110001 6MM RECICLADO COR 100/PET,110CM,15772922,241,15769584ADS0004576,01/06/2026,31/08/2026,52,,31/08/2026,#N/A,#N/A,#N/A,989345,,39,ADIDAS,134251,
493,OK,DASS ITAPIPOCA,2,139260,989345,86791,ATAC. MR110001 6MM RECICLADO COR 100/PET,110CM,15772922,240,15769587ADS0004576,01/06/2026,31/08/2026,52,,31/08/2026,#N/A,#N/A,#N/A,989345,,39,ADIDAS,134251,
494,OK,DASS ITAPIPOCA,2,139260,989345,86791,ATAC. MR110001 6MM RECICLADO COR 100/PET,110CM,15772922,240,15769590ADS0004576,01/06/2026,31/08/2026,52,,31/08/2026,#N/A,#N/A,#N/A,989345,,39,ADIDAS,134251,
495,OK,DASS ITAPIPOCA,2,139260,989345,86791,ATAC. MR110001 6MM RECICLADO COR 100/PET,115CM,15772922,330,15769575ADS0004571,01/06/2026,31/08/2026,52,,31/08/2026,#N/A,#N/A,#N/A,989345,,39,ADIDAS,134251,
496,OK,DASS ITAPIPOCA,2,139260,989345,86791,ATAC. MR110001 6MM RECICLADO COR 100/PET,115CM,15772922,330,15769578ADS0004571,01/06/2026,31/08/2026,52,,31/08/2026,#N/A,#N/A,#N/A,989345,,39,ADIDAS,134251,
497,OK,DASS ITAPIPOCA,2,139260,989345,86791,ATAC. MR110001 6MM RECICLADO COR 100/PET,115CM,15772922,330,15769581ADS0004571,01/06/2026,31/08/2026,52,,31/08/2026,#N/A,#N/A,#N/A,989345,,39,ADIDAS,134251,
498,OK,DASS ITAPIPOCA,2,139260,989345,86791,ATAC. MR110001 6MM RECICLADO COR 100/PET,115CM,15772922,330,15769584ADS0004576,01/06/2026,31/08/2026,52,,31/08/2026,#N/A,#N/A,#N/A,989345,,39,ADIDAS,134251,
499,OK,DASS ITAPIPOCA,2,139260,989345,86791,ATAC. MR110001 6MM RECICLADO COR 100/PET,115CM,15772922,330,15769587ADS0004576,01/06/2026,31/08/2026,52,,31/08/2026,#N/A,#N/A,#N/A,989345,,39,ADIDAS,134251,
500,OK,DASS ITAPIPOCA,2,139260,989345,86791,ATAC. MR110001 6MM RECICLADO COR 100/PET,115CM,15772922,330,15769590ADS0004576,01/06/2026,31/08/2026,52,,31/08/2026,#N/A,#N/A,#N/A,989345,,39,ADIDAS,134251,
501,OK,DASS ITAPIPOCA,2,139260,989345,86791,ATAC. MR110001 6MM RECICLADO COR 100/PET,120CM,15772922,30,15769575ADS0004571,01/06/2026,31/08/2026,52,,31/08/2026,#N/A,#N/A,#N/A,989345,,39,ADIDAS,134251,
502,OK,DASS ITAPIPOCA,2,139260,989345,86791,ATAC. MR110001 6MM RECICLADO COR 100/PET,120CM,15772922,30,15769578ADS0004571,01/06/2026,31/08/2026,52,,31/08/2026,#N/A,#N/A,#N/A,989345,,39,ADIDAS,134251,
503,OK,DASS ITAPIPOCA,2,139260,989345,86791,ATAC. MR110001 6MM RECICLADO COR 100/PET,120CM,15772922,30,15769581ADS0004571,01/06/2026,31/08/2026,52,,31/08/2026,#N/A,#N/A,#N/A,989345,,39,ADIDAS,134251,
504,OK,DASS ITAPIPOCA,2,139260,989345,86791,ATAC. MR110001 6MM RECICLADO COR 100/PET,120CM,15772922,30,15769584ADS0004576,01/06/2026,31/08/2026,52,,31/08/2026,#N/A,#N/A,#N/A,989345,,39,ADIDAS,134251,
505,OK,DASS ITAPIPOCA,2,139260,989345,86791,ATAC. MR110001 6MM RECICLADO COR 100/PET,120CM,15772922,30,15769587ADS0004576,01/06/2026,31/08/2026,52,,31/08/2026,#N/A,#N/A,#N/A,989345,,39,ADIDAS,134251,
506,OK,DASS ITAPIPOCA,2,139260,989345,86791,ATAC. MR110001 6MM RECICLADO COR 100/PET,120CM,15772922,30,15769590ADS0004576,01/06/2026,31/08/2026,52,,31/08/2026,#N/A,#N/A,#N/A,989345,,39,ADIDAS,134251,
773,OK,DASS ITAPIPOCA,2,139602,1417466,93827,FITA M31140 POLIESTER COR 102 / COR 100,10MM,15812332,1920,0,11/06/2026,31/08/2026,52,,31/08/2026,#N/A,#N/A,#N/A,1417466,,29,NEW BALANCE,134697,
774,OK,DASS ITAPIPOCA,2,139603,1292383,86303,ATAC. M13758 POLIESTER COR 5233,120CM,15812750,456,15808011NEWB003995,11/06/2026,31/08/2026,52,,31/08/2026,#N/A,#N/A,#N/A,1292383,,29,NEW BALANCE,134698,
775,OK,DASS ITAPIPOCA,2,139603,1292383,86303,ATAC. M13758 POLIESTER COR 5233,120CM,15812750,468,15808014NEWB003995,11/06/2026,31/08/2026,52,,31/08/2026,#N/A,#N/A,#N/A,1292383,,29,NEW BALANCE,134698,
776,OK,DASS ITAPIPOCA,2,139603,1292383,86303,ATAC. M13758 POLIESTER COR 5233,120CM,15812750,432,15808017NEWB003995,11/06/2026,31/08/2026,52,,31/08/2026,#N/A,#N/A,#N/A,1292383,,29,NEW BALANCE,134698,
777,OK,DASS ITAPIPOCA,2,139603,1292383,86303,ATAC. M13758 POLIESTER COR 5233,120CM,15812750,544,15808020NEWB003995,11/06/2026,31/08/2026,52,,31/08/2026,#N/A,#N/A,#N/A,1292383,,29,NEW BALANCE,134698,
778,OK,DASS ITAPIPOCA,2,139603,1429999,94489,ATAC. M13758 POLIESTER COR 4550,120CM,15812750,540,15808002NEWB003994,11/06/2026,31/08/2026,52,,31/08/2026,#N/A,#N/A,#N/A,1429999,,29,NEW BALANCE,134698,
779,OK,DASS ITAPIPOCA,2,139603,1429999,94489,ATAC. M13758 POLIESTER COR 4550,120CM,15812750,504,15808005NEWB003994,11/06/2026,31/08/2026,52,,31/08/2026,#N/A,#N/A,#N/A,1429999,,29,NEW BALANCE,134698,
780,OK,DASS ITAPIPOCA,2,139603,1429999,94489,ATAC. M13758 POLIESTER COR 4550,120CM,15812750,564,15808008NEWB003994,11/06/2026,31/08/2026,52,,31/08/2026,#N/A,#N/A,#N/A,1429999,,29,NEW BALANCE,134698,
781,OK,DASS ITAPIPOCA,2,139603,1417918,93565,ATAC. 6AL 6MM POLIESTER COR 5233,115CM,15812750,408,15807831NEWB003938,11/06/2026,31/08/2026,52,,31/08/2026,#N/A,#N/A,#N/A,1417918,,29,NEW BALANCE,134698,
782,OK,DASS ITAPIPOCA,2,139603,1417918,93565,ATAC. 6AL 6MM POLIESTER COR 5233,115CM,15812750,396,15807834NEWB003938,11/06/2026,31/08/2026,52,,31/08/2026,#N/A,#N/A,#N/A,1417918,,29,NEW BALANCE,134698,
783,OK,DASS ITAPIPOCA,2,139603,1417918,93565,ATAC. 6AL 6MM POLIESTER COR 5233,115CM,15812750,384,15807837NEWB003938,11/06/2026,31/08/2026,52,,31/08/2026,#N/A,#N/A,#N/A,1417918,,29,NEW BALANCE,134698,
784,OK,DASS ITAPIPOCA,2,139603,1417918,93565,ATAC. 6AL 6MM POLIESTER COR 5233,115CM,15812750,444,15807840NEWB003938,11/06/2026,31/08/2026,52,,31/08/2026,#N/A,#N/A,#N/A,1417918,,29,NEW BALANCE,134698,
785,OK,DASS ITAPIPOCA,2,139603,1417918,93565,ATAC. 6AL 6MM POLIESTER COR 5233,125CM,15812750,144,15807831NEWB003938,11/06/2026,31/08/2026,52,,31/08/2026,#N/A,#N/A,#N/A,1417918,,29,NEW BALANCE,134698,
786,OK,DASS ITAPIPOCA,2,139603,1417918,93565,ATAC. 6AL 6MM POLIESTER COR 5233,125CM,15812750,144,15807834NEWB003938,11/06/2026,31/08/2026,52,,31/08/2026,#N/A,#N/A,#N/A,1417918,,29,NEW BALANCE,134698,
787,OK,DASS ITAPIPOCA,2,139603,1417918,93565,ATAC. 6AL 6MM POLIESTER COR 5233,125CM,15812750,132,15807837NEWB003938,11/06/2026,31/08/2026,52,,31/08/2026,#N/A,#N/A,#N/A,1417918,,29,NEW BALANCE,134698,
788,OK,DASS ITAPIPOCA,2,139603,1417918,93565,ATAC. 6AL 6MM POLIESTER COR 5233,125CM,15812750,192,15807840NEWB003938,11/06/2026,31/08/2026,52,,31/08/2026,#N/A,#N/A,#N/A,1417918,,29,NEW BALANCE,134698,
789,OK,DASS ITAPIPOCA,2,139603,1427672,94025,ATAC. 6AL 6MM POLIESTER COR 293,115CM,15812750,456,15807926NSBF000304,11/06/2026,31/08/2026,52,,31/08/2026,#N/A,#N/A,#N/A,1427672,,29,NEW BALANCE,134698,
790,OK,DASS ITAPIPOCA,2,139603,1427672,94025,ATAC. 6AL 6MM POLIESTER COR 293,115CM,15812750,504,15807929NSBF000304,11/06/2026,31/08/2026,52,,31/08/2026,#N/A,#N/A,#N/A,1427672,,29,NEW BALANCE,134698,
791,OK,DASS ITAPIPOCA,2,139603,1439677,94761,ATAC. 6AL 6MM POLIESTER COR 4699,115CM,15812750,468,15807945NEWB003980,11/06/2026,31/08/2026,52,,31/08/2026,#N/A,#N/A,#N/A,1439677,,29,NEW BALANCE,134698,
792,OK,DASS ITAPIPOCA,2,139603,1439677,94761,ATAC. 6AL 6MM POLIESTER COR 4699,115CM,15812750,468,15807948NEWB003980,11/06/2026,31/08/2026,52,,31/08/2026,#N/A,#N/A,#N/A,1439677,,29,NEW BALANCE,134698,
793,OK,DASS ITAPIPOCA,2,139603,1439677,94761,ATAC. 6AL 6MM POLIESTER COR 4699,115CM,15812750,504,15807951NEWB003980,11/06/2026,31/08/2026,52,,31/08/2026,#N/A,#N/A,#N/A,1439677,,29,NEW BALANCE,134698,
794,OK,DASS ITAPIPOCA,2,139603,1439677,94761,ATAC. 6AL 6MM POLIESTER COR 4699,115CM,15812750,444,15807972NEWB003983,11/06/2026,31/08/2026,52,,31/08/2026,#N/A,#N/A,#N/A,1439677,,29,NEW BALANCE,134698,
795,OK,DASS ITAPIPOCA,2,139603,1439677,94761,ATAC. 6AL 6MM POLIESTER COR 4699,115CM,15812750,420,15807975NEWB003983,11/06/2026,31/08/2026,52,,31/08/2026,#N/A,#N/A,#N/A,1439677,,29,NEW BALANCE,134698,
796,OK,DASS ITAPIPOCA,2,139603,1439677,94761,ATAC. 6AL 6MM POLIESTER COR 4699,115CM,15812750,444,15807978NEWB003983,11/06/2026,31/08/2026,52,,31/08/2026,#N/A,#N/A,#N/A,1439677,,29,NEW BALANCE,134698,
797,OK,DASS ITAPIPOCA,2,139603,1439677,94761,ATAC. 6AL 6MM POLIESTER COR 4699,125CM,15812750,72,15807945NEWB003980,11/06/2026,31/08/2026,52,,31/08/2026,#N/A,#N/A,#N/A,1439677,,29,NEW BALANCE,134698,
798,OK,DASS ITAPIPOCA,2,139603,1439677,94761,ATAC. 6AL 6MM POLIESTER COR 4699,125CM,15812750,72,15807948NEWB003980,11/06/2026,31/08/2026,52,,31/08/2026,#N/A,#N/A,#N/A,1439677,,29,NEW BALANCE,134698,
799,OK,DASS ITAPIPOCA,2,139603,1439677,94761,ATAC. 6AL 6MM POLIESTER COR 4699,125CM,15812750,84,15807951NEWB003980,11/06/2026,31/08/2026,52,,31/08/2026,#N/A,#N/A,#N/A,1439677,,29,NEW BALANCE,134698,
